58.0,management,married,tertiary,yes,no,no
44.0,technician,single,secondary,yes,no,no
33.0,entrepreneur,married,secondary,yes,yes,no
47.0,blue-collar,married,unknown,yes,no,no
33.0,unknown,single,unknown,no,no,no
35.0,management,married,tertiary,yes,no,no
28.0,management,single,tertiary,yes,yes,no
42.0,entrepreneur,divorced,tertiary,yes,no,no
58.0,retired,married,primary,yes,no,no
43.0,technician,single,secondary,yes,no,no
41.0,admin,divorced,secondary,yes,no,no
29.0,admin,single,secondary,yes,no,no
53.0,technician,married,secondary,yes,no,no
58.0,technician,,unknown,yes,no,no
57.0,services,married,secondary,yes,no,no
51.0,retired,married,primary,yes,no,no
45.0,admin,single,unknown,yes,no,no
57.0,blue-collar,married,primary,yes,no,no
60.0,,married,primary,yes,no,no
33.0,services,married,secondary,yes,no,no
28.0,blue-collar,married,secondary,yes,yes,no
56.0,management,married,tertiary,yes,no,no
32.0,blue-collar,single,primary,yes,yes,no
25.0,services,,secondary,yes,no,no
40.0,retired,married,primary,yes,yes,no
44.0,,married,secondary,yes,no,no
39.0,management,single,tertiary,yes,no,no
52.0,entrepreneur,married,secondary,yes,yes,no
46.0,management,single,secondary,yes,no,no
36.0,technician,single,secondary,yes,yes,no
57.0,technician,,secondary,no,yes,no
49.0,management,married,tertiary,yes,no,no
60.0,admin,married,secondary,yes,yes,no
59.0,blue-collar,married,secondary,yes,no,no
51.0,management,,tertiary,yes,no,no
57.0,technician,divorced,secondary,yes,no,no
25.0,blue-collar,married,secondary,yes,no,no
53.0,technician,married,secondary,no,no,no
36.0,admin,divorced,secondary,yes,no,no
37.0,admin,single,secondary,yes,no,no
44.0,services,divorced,secondary,yes,no,no
50.0,management,married,secondary,yes,no,no
60.0,blue-collar,married,unknown,yes,no,no
54.0,retired,married,secondary,yes,no,no
58.0,retired,married,unknown,yes,no,no
36.0,admin,single,primary,yes,no,no
58.0,self-employed,married,tertiary,yes,no,no
44.0,technician,married,secondary,yes,no,no
55.0,technician,divorced,secondary,no,no,no
29.0,management,single,tertiary,yes,no,no
54.0,blue-collar,married,secondary,yes,no,no
48.0,management,divorced,tertiary,yes,no,no
32.0,management,married,tertiary,yes,no,no
42.0,admin,single,secondary,yes,no,no
24.0,technician,single,secondary,yes,yes,no
38.0,entrepreneur,single,tertiary,no,yes,no
38.0,management,single,tertiary,yes,no,no
47.0,blue-collar,married,unknown,yes,no,no
40.0,blue-collar,single,unknown,yes,no,no
46.0,services,married,primary,yes,no,no
32.0,admin,married,tertiary,yes,no,no
53.0,technician,divorced,secondary,yes,no,no
57.0,blue-collar,married,primary,yes,no,no
33.0,services,married,secondary,yes,no,no
49.0,blue-collar,married,unknown,yes,no,no
51.0,management,married,tertiary,yes,no,no
60.0,retired,married,tertiary,no,no,no
59.0,management,divorced,tertiary,yes,no,no
55.0,technician,married,secondary,yes,no,no
35.0,blue-collar,single,secondary,yes,yes,no
57.0,blue-collar,married,secondary,yes,yes,no
31.0,services,married,secondary,yes,yes,no
54.0,management,married,secondary,yes,yes,no
55.0,blue-collar,married,primary,yes,no,no
43.0,technician,married,secondary,yes,no,no
53.0,technician,married,secondary,yes,no,no
44.0,blue-collar,married,secondary,no,yes,no
55.0,services,divorced,secondary,no,no,no
49.0,services,divorced,secondary,yes,yes,no
55.0,services,divorced,secondary,yes,no,no
45.0,admin,single,secondary,yes,no,no
47.0,services,divorced,secondary,no,no,no
42.0,technician,single,secondary,yes,no,no
59.0,admin,married,secondary,yes,no,yes
46.0,self-employed,married,tertiary,yes,yes,no
51.0,blue-collar,married,primary,yes,no,no
56.0,admin,married,secondary,no,no,yes
41.0,technician,married,secondary,yes,no,yes
46.0,management,divorced,secondary,yes,yes,no
57.0,retired,married,secondary,yes,no,no
42.0,management,single,secondary,no,no,no
30.0,technician,married,secondary,yes,yes,no
60.0,admin,married,secondary,yes,no,no
60.0,blue-collar,married,unknown,yes,no,no
57.0,entrepreneur,divorced,secondary,no,no,no
36.0,management,married,tertiary,yes,yes,no
55.0,blue-collar,married,secondary,no,no,no
60.0,retired,married,tertiary,yes,no,no
39.0,technician,married,secondary,yes,no,no
46.0,management,married,tertiary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
53.0,blue-collar,married,primary,no,no,no
52.0,blue-collar,married,primary,yes,no,no
59.0,blue-collar,married,primary,yes,no,no
27.0,technician,single,tertiary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
47.0,technician,married,tertiary,yes,no,no
34.0,admin,married,secondary,no,yes,no
59.0,retired,single,secondary,yes,no,no
45.0,management,married,tertiary,yes,no,no
29.0,services,divorced,secondary,yes,no,no
46.0,technician,divorced,secondary,no,no,no
56.0,self-employed,married,primary,yes,yes,no
36.0,blue-collar,married,primary,yes,no,no
59.0,retired,divorced,primary,yes,no,no
44.0,blue-collar,married,secondary,yes,no,no
41.0,admin,married,secondary,yes,no,no
33.0,management,single,tertiary,yes,no,no
59.0,management,divorced,tertiary,no,no,no
57.0,technician,married,primary,no,no,no
56.0,technician,divorced,unknown,yes,no,no
51.0,blue-collar,married,secondary,yes,no,no
34.0,admin,married,unknown,yes,no,no
43.0,services,married,secondary,yes,yes,no
52.0,technician,married,tertiary,no,yes,no
33.0,technician,single,secondary,yes,no,no
29.0,admin,single,secondary,yes,yes,no
34.0,services,married,secondary,yes,yes,no
31.0,blue-collar,married,secondary,yes,no,no
55.0,services,married,secondary,yes,no,yes
55.0,management,married,unknown,no,no,no
32.0,admin,single,secondary,yes,no,no
38.0,technician,single,secondary,yes,no,no
55.0,admin,single,secondary,yes,yes,no
28.0,unemployed,single,tertiary,yes,no,no
23.0,blue-collar,married,secondary,yes,no,no
32.0,technician,single,secondary,yes,no,no
43.0,services,single,unknown,no,no,no
32.0,blue-collar,married,secondary,yes,no,no
46.0,blue-collar,married,secondary,yes,no,no
53.0,housemaid,divorced,primary,yes,no,no
34.0,self-employed,single,secondary,yes,no,no
57.0,unemployed,married,tertiary,no,no,no
37.0,blue-collar,married,secondary,yes,no,no
59.0,blue-collar,married,secondary,yes,no,no
33.0,services,married,secondary,yes,no,no
56.0,blue-collar,divorced,primary,yes,no,no
48.0,unemployed,married,secondary,yes,no,no
43.0,services,married,primary,yes,no,no
54.0,blue-collar,married,primary,yes,no,no
51.0,blue-collar,married,unknown,yes,no,no
26.0,student,single,secondary,yes,no,no
40.0,management,married,tertiary,yes,no,no
39.0,management,married,secondary,yes,no,no
50.0,technician,married,primary,no,no,no
41.0,services,married,secondary,yes,no,no
51.0,blue-collar,married,unknown,yes,no,no
60.0,retired,divorced,secondary,yes,no,no
52.0,blue-collar,married,secondary,yes,no,no
48.0,blue-collar,married,secondary,yes,no,no
48.0,services,married,unknown,yes,no,no
39.0,technician,single,tertiary,yes,no,no
47.0,services,single,secondary,yes,no,no
40.0,blue-collar,married,secondary,yes,no,no
45.0,technician,married,secondary,yes,no,no
26.0,admin,single,secondary,yes,no,no
52.0,management,married,tertiary,yes,no,no
54.0,technician,married,secondary,yes,no,no
54.0,admin,married,tertiary,no,no,yes
50.0,blue-collar,married,primary,no,no,no
35.0,blue-collar,married,secondary,yes,no,no
44.0,services,married,secondary,yes,yes,no
53.0,entrepreneur,married,unknown,yes,no,no
35.0,retired,single,primary,no,no,no
60.0,admin,divorced,secondary,yes,no,no
53.0,admin,divorced,secondary,yes,no,no
48.0,unemployed,married,secondary,yes,no,no
34.0,technician,married,secondary,yes,no,no
54.0,services,married,secondary,yes,no,no
51.0,management,married,secondary,yes,no,no
31.0,services,married,tertiary,yes,no,no
35.0,technician,divorced,secondary,yes,no,no
35.0,services,married,secondary,yes,no,no
38.0,technician,married,secondary,yes,no,no
36.0,admin,married,tertiary,yes,no,no
58.0,retired,married,primary,yes,no,no
40.0,services,divorced,unknown,yes,no,no
54.0,management,married,secondary,no,no,no
34.0,blue-collar,single,secondary,yes,yes,no
31.0,management,single,tertiary,yes,no,no
51.0,retired,married,secondary,yes,no,no
33.0,management,married,tertiary,yes,no,no
55.0,management,married,tertiary,yes,no,no
42.0,admin,married,secondary,yes,no,no
34.0,blue-collar,married,secondary,yes,no,no
33.0,blue-collar,single,secondary,yes,no,no
38.0,services,married,secondary,yes,no,no
50.0,technician,divorced,tertiary,no,yes,no
43.0,management,married,tertiary,yes,no,no
61.0,blue-collar,divorced,primary,yes,no,no
