numbers,volatile acidity,fixed acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcoho,quality
810,0.49,7.3,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5
811,0.5,12.9,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6
812,0.45,10.8,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
813,0.39,6.9,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
814,0.41,12.6,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6
815,0.45,10.8,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
816,0.51,9.8,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6
817,0.29,10.8,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6
818,0.715,7.1,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5
819,0.66,9.1,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5
820,0.685,7,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5
821,0.42,4.9,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7
822,0.54,6.7,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
823,0.54,6.7,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
824,0.48,7.1,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5
825,0.46,7.1,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
826,0.27,7.5,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7
827,0.46,7.1,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
828,0.57,7.8,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8
829,0.61,5.9,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
830,0.685,7.5,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4
831,0.61,5.9,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
832,0.44,10.4,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
833,0.47,11.6,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4
834,0.685,8.8,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5
835,0.665,7.6,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5
836,0.28,6.7,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
837,0.28,6.7,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
838,0.31,10.1,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7
839,0.5,6,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5
840,0.42,11.1,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7
841,0.66,6.6,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5
842,0.5,10.6,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6
843,0.685,7.1,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5
844,0.25,9.9,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
845,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
846,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
847,0.68,7.4,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6
848,0.64,6.4,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
849,0.63,6.4,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5
850,0.43,9.3,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
851,0.43,9.3,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
852,0.42,8,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5
853,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
854,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
855,0.735,7.6,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
856,0.36,9.3,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
857,0.26,8.2,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7
858,0.28,11.7,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7
859,0.56,6.8,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
860,0.62,7.2,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
861,1.01,5.8,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6
862,0.42,7.5,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5
863,0.62,7.2,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5
864,0.62,7.2,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5
865,0.635,7.2,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5
866,0.49,6.8,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6
867,0.51,6.9,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6
868,0.56,6.8,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
869,0.63,7.6,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6
870,0.715,7.7,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
871,0.56,6.9,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5
872,0.35,7.3,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4
873,0.21,9.1,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7
874,0.38,10.4,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7
875,0.31,8.8,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7
876,0.47,7.1,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4
877,0.715,7.7,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
878,0.61,8.8,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
879,0.6,7.2,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
880,0.56,9.2,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5
881,0.715,7.6,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6
882,0.31,8.4,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6
883,0.6,7.2,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
884,0.61,8.8,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6
885,0.75,8.9,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5
886,0.8,9,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6
887,0.52,10.7,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
888,0.57,6.8,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
889,0.9,10.7,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5
890,0.34,7.2,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5
891,0.66,7.2,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
892,0.45,10.1,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6
893,0.66,7.2,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
894,0.63,7.2,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6
895,0.59,7.1,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
896,0.31,8.3,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
897,0.59,7.1,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
898,0.31,8.3,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
899,1.02,8.3,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
900,0.31,8.9,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5
901,0.635,7.4,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
902,0.635,7.4,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
903,0.59,6.8,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
904,0.59,6.8,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
905,0.58,9.2,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5
906,0.54,7.2,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5
907,0.56,6.1,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6
908,0.52,7.4,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6
909,0.305,7.3,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
910,0.38,9.3,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6
911,0.28,9.1,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
912,0.46,10,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6
913,0.395,9.4,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7
914,0.305,7.3,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
915,0.315,8.6,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6
916,0.715,5.3,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
917,0.41,6.8,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
918,0.36,8.4,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
919,0.62,8.4,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
920,0.41,9.6,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5
921,0.36,8.4,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
922,0.62,8.4,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
923,0.41,6.8,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
924,0.47,8.6,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5
925,0.22,8.6,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
926,0.24,9.4,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6
927,0.67,8.4,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4
928,0.47,8.6,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5
929,0.33,8.7,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7
930,0.61,6.6,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
931,0.61,7.4,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
932,0.4,7.6,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6
933,0.61,7.4,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
934,0.61,6.6,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
935,0.3,8.8,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
936,0.3,8.8,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
937,0.63,12,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4
938,0.38,7.2,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7
939,0.46,6.2,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5
940,0.33,9.6,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
941,0.27,9.9,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
942,0.43,10.1,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
943,0.5,9.8,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
944,0.3,8.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7
945,0.44,10.2,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7
946,0.44,10.2,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7
947,0.28,8.3,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
948,0.12,8.9,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
949,0.12,8.9,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
950,0.12,8.9,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
951,0.28,8.3,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
952,0.31,8.2,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7
953,0.34,10.2,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7
954,0.43,7.6,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6
955,0.21,8.5,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5
956,0.36,9,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6
957,0.37,9.5,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6
958,0.57,6.4,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7
959,0.59,8,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5
960,0.47,8.5,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
961,0.56,7.1,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5
962,0.57,6.6,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
963,0.27,8.8,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6
964,0.47,8.5,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
965,0.34,8.3,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6
966,0.38,9,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7
967,0.66,8.5,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5
968,0.4,9,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6
969,0.56,6.7,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5
970,0.26,10.4,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6
971,0.26,10.4,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6
972,0.38,10.1,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7
973,0.34,8.5,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5
974,0.33,8.8,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7
975,0.41,7.2,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
976,0.41,7.2,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5
977,0.59,8.4,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5
978,0.4,7,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7
979,0.45,12.2,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
980,0.5,9.1,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
981,0.86,9.5,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5
982,0.52,7.3,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6
983,0.5,9.1,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
984,0.45,12.2,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
985,0.58,7.4,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6
986,0.34,9.8,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7
987,0.36,7.1,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5
988,0.39,7.7,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5
989,0.295,9.7,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6
990,0.39,7.7,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5
991,0.34,7.1,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
992,0.4,6.5,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
993,0.34,7.1,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5
994,0.35,10,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5
995,0.6,7.7,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6
996,0.66,5.6,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
997,0.66,5.6,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
998,0.84,8.9,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6
999,0.69,6.4,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6
1000,0.43,7.5,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7
1001,0.35,9.9,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7
1002,0.29,9.1,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
1003,0.36,6.8,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
1004,0.43,8.2,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5
1005,0.36,6.8,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
1006,0.29,9.1,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
1007,0.3,9.1,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7
1008,0.35,8.9,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7
1009,0.5,9.6,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5
1010,0.28,8.9,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7
1011,0.32,8.9,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
1012,1.005,7.7,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
1013,0.71,7.5,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6
1014,0.58,8,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6
1015,0.39,10.5,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
1016,0.38,8.9,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7
1017,0.18,8,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
1018,0.18,8,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
1019,0.5,7,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5
1020,0.36,11.3,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
1021,0.36,11.3,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
1022,0.51,7,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
1023,0.32,8.2,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6
1024,0.58,7.7,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
1025,0.83,8.6,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
1026,0.31,7.9,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6
1027,0.795,6.4,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5
1028,0.34,7.2,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
1029,0.58,7.7,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7
1030,0.59,7.1,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
1031,0.55,7.3,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7
1032,0.82,8.1,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5
1033,0.57,7.5,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6
1034,0.745,8.9,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6
1035,0.37,10.1,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7
1036,0.31,7.6,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7
1037,0.91,7.3,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
1038,0.41,8.7,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7
1039,0.5,8.9,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
1040,0.965,7.4,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5
1041,0.49,6.9,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6
1042,0.5,8.9,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6
1043,0.39,9.5,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
1044,0.39,6.4,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6
1045,0.44,6.9,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
1046,0.78,7.6,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6
1047,0.43,7.1,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
1048,0.49,9.3,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6
1049,0.5,9.3,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6
1050,0.43,7.1,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
1051,0.46,8.5,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5
1052,0.605,5.6,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5
1053,0.33,8.3,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7
1054,0.64,8.2,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
1055,0.64,8.2,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
1056,0.48,8.9,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
1057,0.42,7.6,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5
1058,0.53,9.9,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7
1059,0.48,8.9,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
1060,0.23,11.6,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6
1061,0.4,9.1,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8
1062,0.38,8,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6
1063,0.29,10.2,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6
1064,0.74,8.2,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6
1065,0.61,7.7,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6
1066,0.52,6.6,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7
1067,0.31,11.1,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
1068,0.31,11.1,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7
1069,0.62,8,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5
1070,0.33,9.3,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7
1071,0.77,7.5,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
1072,0.35,7.2,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6
1073,0.62,8,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6
